Table,Unit,Variety,Year,Attribute,Value
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,KS,95
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,MI,87
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,MN,94
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,MO,91
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,NE,96
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,ND,93
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,OH,82
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,SD,97
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,TX,95
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2017,WI,87
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,IL,95
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,IN,86
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,IA,93
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,KS,96
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,MI,85
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,MN,93
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,MO,92
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,NE,96
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,ND,92
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,OH,86
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,SD,96
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,TX,93
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2018,WI,88
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,IL,93
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,IN,87
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,IA,92
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,KS,95
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,MI,89
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,MN,90
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,MO,91
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,NE,96
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,ND,96
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,OH,89
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,SD,94
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,TX,95
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2019,WI,89
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,IL,94
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,IN,86
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,IA,90
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,KS,96
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,MI,89
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,MN,92
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,MO,93
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,NE,94
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,ND,91
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,OH,87
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,SD,95
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,TX,92
Genetically engineered (GE) corn varieties,Percent of corn planted,All GE varieties,2020,WI,90
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,AR,33
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,CA,3
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,GA,18
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,LA,37
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,MS,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,NC,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2000,TX,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,AR,21
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,CA,11
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,GA,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,LA,30
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,MS,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,NC,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2001,TX,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,AR,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,CA,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,GA,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,LA,27
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,MS,19
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,NC,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2002,TX,7
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,AR,24
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,CA,9
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,GA,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,LA,30
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,MS,15
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,NC,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2003,TX,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,AL,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,AR,34
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,CA,6
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,GA,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,LA,26
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,MS,16
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,MO,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,NC,18
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,TN,
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2004,TX,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,AL,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,AR,42
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,CA,8
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,GA,29
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,LA,21
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,MS,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,MO,20
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,NC,17
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,TN,13
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2005,TX,14
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2006,AL,10
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2006,AR,28
Genetically engineered (GE) upland cotton varieties,Percent of upland cotton planted,Insect-resistant (Bt) only,2006,CA,9
